Cuenta,Subcuenta,Objeto,Ordinal,Aporte nacional,Recursos propios,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",1216865826.0,,1216865826.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,008
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,50476750123.0,,50476750123.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,017
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",1019800645.0,,1019800645.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,008
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,60358886515.0,,60358886515.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,017
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A  instituciones  de educación superior públicas – descuento de matrículas por votaciones (ley 2019 de 2020),318475388.0,,318475388.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,061
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",642305021.0,,642305021.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,008
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,39747490514.0,,39747490514.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,017
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",480419717.0,,480419717.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,008
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,26061950037.0,,26061950037.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,017
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A  instituciones  de educación superior públicas – descuento de matrículas por votaciones (ley 2019 de 2020),43163307.0,,43163307.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,061
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,"Ley 30 de 1992, articulo 87 - distribución cesu",17296594.0,,17296594.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,008
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A universidades para funcionamiento ley 30 de 1992 artículo 86,17806981562.0,,17806981562.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,017
Transferencias corrientes,A entidades del gobierno,A otras entidades del gobierno general,A  instituciones  de educación superior públicas – descuento de matrículas por votaciones (ley 2019 de 2020),332660.0,,332660.0,2257,Funcionamiento,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,3.0,3.0,4.0,061
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,79760851179.0,,79760851179.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,7285059912.0,,7285059912.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,3441600907.0,,3441600907.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,5273575807.0,,5273575807.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,4670533020.0,,4670533020.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,4285296412.0,,4285296412.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,3573726243.0,,3573726243.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,5710348871.0,,5710348871.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,2715703362.0,,2715703362.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,1436819275.0,,1436819275.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,2023722517.0,,2023722517.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,1565958217.0,,1565958217.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,1623026192.0,,1623026192.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,1234411389.0,,1234411389.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Calidad y fomento de la educación superior,Intersubsectorial educación,Aportes para la financiación de la universidad del pacífico -   nacional,2. seguridad humana y justicia social / k. educación superior como un derecho,698776024.0,,698776024.0,2257,Inversión,Entes autónomos universitarios estatales - universidades públicas,22,Educación,,,2202.0,700.0,1.0,20203k
Gastos de personal,Planta de personal permanente,Salario,,64731805000.0,,64731805000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,24362001000.0,,24362001000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,6836169000.0,,6836169000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - distribución previo concepto dgppn,,10714691000.0,,10714691000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,,,,2815117000.0,,2815117000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2.0,,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,338935000.0,,338935000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),1422812000.0,,1422812000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,4.0,2.0,002
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),3996832000.0,,3996832000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,4.0,2.0,004
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad y paternidad (no de pensiones),267769000.0,,267769000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,4.0,2.0,012
Transferencias corrientes,Sentencias y conciliaciones,,,4194538000.0,,4194538000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,10.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,405331000.0,,405331000.0,2301,Funcionamiento,Ministerio de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,8.0,4.0,1.0,
Adquisición de bienes  y servicios,,,,,12944216000.0,12944216000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2.0,,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,,,2261123000.0,2261123000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,2.0,2.0,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,A la comisión de regulación de comunicaciones (crc). artículo 20 ley 1978 de 2019,,2854004000.0,2854004000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,004
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la agencia nacional del espectro articulo 31 ley 1341 de 2009 y articulo 6o. del decreto 4169 de 2011,,47301000000.0,47301000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,011
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la superintendencia de industria y comercio decretos 1130 y 1620 de 1999 y 2003.  leyes 1341 y 1369 de 2009,,5324155000.0,5324155000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,012
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Apoyo a actividades del mintic. art 22 ley 1978 de 2019,,120086000000.0,120086000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,083
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Computadores para educar - cpe (art. 39 ley  1341 de 2009),,179913992000.0,179913992000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,088
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - distribución previo concepto dgppn,,10584258108.0,10584258108.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,3.0,1.0,999
Transferencias corrientes,Prestaciones para cubrir riesgos sociales,Prestaciones sociales relacionadas con el empleo,Planes complementarios de salud (no de pensiones).,,11411443000.0,11411443000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,4.0,2.0,029
Transferencias corrientes,Sentencias y conciliaciones,,,,339314000.0,339314000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,10.0,,
Transferencias corrientes,A empresas diferentes de subvenciones,Información y comunicaciones,Transferir al operador oficial de los servicios de franquicia postal y telegráfica,,17198765000.0,17198765000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,11.0,7.0,001
Transferencias corrientes,A empresas diferentes de subvenciones,Información y comunicaciones,Transferencia  para financiamiento del servicio postal universal,,18000000000.0,18000000000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,11.0,7.0,002
Transferencias corrientes,A empresas diferentes de subvenciones,Información y comunicaciones,A radio televisión nacional de colombia (rtvc). articulo 45 ley 1978 de 2019,,157000805000.0,157000805000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,3.0,11.0,7.0,003
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,249152000.0,249152000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,5068254000.0,5068254000.0,2306,Funcionamiento,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,8.0,4.0,1.0,
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Ampliación programa de telecomunicaciones sociales  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,283906651498.0,283906651498.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,12.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Implementación soluciones de acceso comunitario a las tecnologías de la información y las comunicaciones  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,154584945533.0,,154584945533.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,20.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Implementación soluciones de acceso comunitario a las tecnologías de la información y las comunicaciones  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,307592156742.0,307592156742.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,20.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Implementación soluciones de acceso comunitario a las tecnologías de la información y las comunicaciones  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,170691780000.0,170691780000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,20.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Desarrollo masificación acceso a internet  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,457206196833.0,,457206196833.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,21.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Desarrollo masificación acceso a internet  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,257044327677.0,257044327677.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,21.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,"Transformación del modelo de vigilancia, inspección y control del sector tic nacional",2. seguridad humana y justicia social / a. estrategia de conectividad digital,,23800197599.0,23800197599.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,27.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Apoyo financiero para el programa computadores para educar nacional,2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,120000000000.0,,120000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,28.0,20204b
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Apoyo financiero para el programa computadores para educar nacional,2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,,20000000000.0,20000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,28.0,20204b
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Fortalecimiento integral de los operadores públicos del servicio de televisión  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,318042858314.0,318042858314.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,29.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Fortalecimiento de la radio pública en el territorio  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,6119330472.0,6119330472.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,30.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Fortalecimiento de políticas sectoriales para el desarrollo de la industria de comunicaciones nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,11814438981.0,11814438981.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,31.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Ampliación del acceso a la oferta institucional del sector tic para los grupos de interés y entidades territoriales a nivel  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,8500000000.0,,8500000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,32.0,20204a
Facilitar el acceso y uso de las tecnologías de la información y las comunicaciones (tic) en todo el territorio nacional,Intersubsectorial comunicaciones,Ampliación del acceso a la oferta institucional del sector tic para los grupos de interés y entidades territoriales a nivel  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,11214997607.0,11214997607.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2301.0,400.0,32.0,20204a
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento del modelo convergente de la televisión pública regional y  nacional,2. seguridad humana y justicia social / a. estrategia de conectividad digital,,53523800000.0,53523800000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,14.0,20204a
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento de la industria de ti  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. cierre de brechas tecnológicas en el sector productivo",50000000000.0,,50000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,18.0,40402b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento de la industria de ti  nacional,"4. transformación productiva, internacionalización y acción clímatica / b. cierre de brechas tecnológicas en el sector productivo",,174000000000.0,174000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,18.0,40402b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,"Servicio de asistencia, capacitación y apoyo para el uso y apropiación de las tic, con enfoque diferencial y en beneficio de la comunidad para participar en la economía digital  nacional",2. seguridad humana y justicia social / b.  alfabetización y apropiación digital como motor de oportunidades para la igualdad,,16221234715.0,16221234715.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,19.0,20204b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,"Fortalecimiento de las capacidades de prevencion, deteccion y recuperacion de incidentes de seguridad digital de los ciudadanos, del sector publico y del sector privado.  nacional","2. seguridad humana y justicia social / b. protección de las personas, de las infraestructuras digitales, fortalecimiento de las entidades del estado y garantía en la prestación de sus servicios en el entorno digital",,19500000000.0,19500000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,24.0,20108b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento de las tecnologías de la información y las comunicaciones en las entidades del estado para la transformación digital del sector público a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,150000000000.0,,150000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,25.0,53105b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento de las tecnologías de la información y las comunicaciones en las entidades del estado para la transformación digital del sector público a nivel   nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,60611190272.0,60611190272.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,25.0,53105b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento a la economía digital a nivel nacional,"4. transformación productiva, internacionalización y acción clímatica / b. cierre de brechas tecnológicas en el sector productivo",,116781000000.0,116781000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,26.0,40402b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Fortalecimiento de las estrategias de comunicación que incentiven el uso y apropiación de las tic a lo largo del territorio  nacional,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,17766640000.0,17766640000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,27.0,53105b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,"Servicio de asistencia, capacitación y apoyo para el uso y apropiación de las tic, con enfoque diferencial y en beneficio de la comunidad para participar en la economía digital.  nacional",2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,1500000000.0,,1500000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,28.0,20204b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,"Servicio de asistencia, capacitación y apoyo para el uso y apropiación de las tic, con enfoque diferencial y en beneficio de la comunidad para participar en la economía digital.  nacional",2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,,24075536633.0,24075536633.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,28.0,20204b
"Fomento del desarrollo de aplicaciones, software y contenidos para impulsar la apropiación de las tecnologías de la información y las comunicaciones",Intersubsectorial comunicaciones,Apoyo para el fomento de iniciativas tic que impulsen la implementación de la política pública de comunicaciones de y para los pueblos indígenas con la mpc a nivel  nacional,2. seguridad humana y justicia social / b. alfabetización y apropiación digital como motor de oportunidades para la igualdad,,3938778917.0,3938778917.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2302.0,400.0,29.0,20204b
Fortalecimiento de la gestión y dirección del sector comunicaciones,Intersubsectorial comunicaciones,Consolidación del valor compartido en el mintic   bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,12262921030.0,12262921030.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2399.0,400.0,7.0,53105b
Fortalecimiento de la gestión y dirección del sector comunicaciones,Intersubsectorial comunicaciones,Conservación de la información histórica del sector tic. bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,,19387309596.0,19387309596.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2399.0,400.0,13.0,53105b
Fortalecimiento de la gestión y dirección del sector comunicaciones,Intersubsectorial comunicaciones,Modernización de la gestión institucional del ministerio tic  bogotá,5. convergencia regional / b. entidades públicas territoriales y nacionales fortalecidas,5000000000.0,,5000000000.0,2306,Inversión,Fondo único de tecnologías de la información y las comunicaciones,23,Tecnologías de la información y las comunicaciones,,,2399.0,400.0,14.0,53105b
