Cuenta,Subcuenta,Objeto,Ordinal,"APORTE 
NACIONAL",RECURSOS PROPIOS,TOTAL,Código de entidad,Tipo de gasto,Entidad,Código de sector,Sector,Unidad,Código de unidad,Cuenta_n,Subcuenta_n,Objeto_n,Ordinal_n
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,15432632000.0,15432632000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,4717679000.0,4717679000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,4568994000.0,4568994000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,21802161161.0,21802161161.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,2.0,2.0,,
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,527651000.0,527651000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,566450000.0,566450000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,67000000.0,67000000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,3.0,10.0,1.0,2.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,3090000.0,3090000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Tasas y derechos administrativos,,,,3090000.0,3090000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,8.0,3.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,208060000.0,208060000.0,1910,Funcionamiento,Superintendencia nacional de salud,19,Salud y protección social,,,8.0,4.0,1.0,
Aseguramiento y administración del sistema general de la seguridad social en salud - sgsss,Intersubsectorial salud,Optimización del uso de los mecanismos  de conciliación y facultad jurisdiccional en el sistema general de seguridad social en salud dispuestos por la superintendencia nacional de salud  nacional,,,1060194150.0,1060194150.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1902.0,300.0,4.0,
"Inspección, vigilancia y control",Intersubsectorial salud,"Fortalecimiento de la inspección, vigilancia y control realizada por la superintendencia nacional de salud al sistema general de seguridad social en salud, a nivel  nacional",,,27800215405.0,27800215405.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1903.0,300.0,4.0,
"Inspección, vigilancia y control",Intersubsectorial salud,Mejoramiento del conocimiento  de los grupos de interés de las acciones de ivc de la supersalud y la normatividad y disposiciones del sgsss   nacional,,,4301541208.0,4301541208.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1903.0,300.0,5.0,
"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento de la arquitectura tecnológica y los procesos asociados a la gestión de las tecnologías de la información y comunicaciones  nacional,,,14860476370.0,14860476370.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1903.0,300.0,6.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento de las competencias funcionales y comportamentales del talento humano de la supersalud  nacional,,,783669275.0,783669275.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1999.0,300.0,7.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento del sistema de gestión documental de la superintendencia nacional de  salud  nacional,,,1865952332.0,1865952332.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1999.0,300.0,8.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Optimización de la prestación de servicios y provisión de soluciones de tecnologías de la información y la comunicaciones -tic de la superintendencia nacional de salud  nacional,,1367612393.0,10576367070.0,11943979463.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1999.0,300.0,9.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,"Fortalecimiento en la implementación de políticas, criterios, y directrices jurídicas de la superintendencia nacional de salud  nacional",,,1690326190.0,1690326190.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1999.0,300.0,10.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Consolidación del sistema integrado de planeación y gestión de la supersalud a nivel  nacional,,,750000000.0,750000000.0,1910,Inversión,Superintendencia nacional de salud,19,Salud y protección social,,,1999.0,300.0,11.0,
Gastos de personal,Planta de personal permanente,Salario,,,60318418000.0,60318418000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,,25002957000.0,25002957000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,,4755793000.0,4755793000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,,2029511000.0,2029511000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,,367000000.0,367000000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,,22355119860.0,22355119860.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,,7505188000.0,7505188000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,3.0,3.0,1.0,999.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),,504446000.0,504446000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,80000000.0,80000000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,3.0,10.0,1.0,1.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Conciliaciones,,6525000.0,6525000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,3.0,10.0,1.0,2.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,240120000.0,240120000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,,262650000.0,262650000.0,1912,Funcionamiento,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,8.0,4.0,1.0,
"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento de la arquitectura tecnológica y los procesos asociados a la gestión de las tecnologías de la información y comunicaciones  nacional,,,8912799793.0,8912799793.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1903.0,300.0,6.0,
"Inspección, vigilancia y control",Intersubsectorial salud,Fortalecimiento   de la inspección  vigilancia y control de los productos competencia del invima a nivel   nacional,,,42377357896.0,42377357896.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1903.0,300.0,7.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento institucional en la gestión administrativa y de apoyo del invima a nivel  nacional,,,8224842311.0,8224842311.0,1912,Inversión,Instituto nacional de vigilancia de medicamentos y alimentos - invima,19,Salud y protección social,,,1999.0,300.0,5.0,
Gastos de personal,Planta de personal permanente,Salario,,2329492000.0,,2329492000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,729732000.0,,729732000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,370587000.0,,370587000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,21085000.0,20055000.0,41140000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,2188034867.0,520412000.0,2708446867.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,2.0,2.0,,
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),116218612000.0,154551044000.0,270769656000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,1.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),,1720183000.0,1720183000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,2.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),,1451579000.0,1451579000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,4.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),5402000.0,,5402000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),,103323000.0,103323000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,14.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bienestar social del pensionado (no de pensiones),72931000.0,,72931000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,4.0,2.0,17.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,3704974000.0,,3704974000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,14805000.0,14805000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,576780000.0,,576780000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,8.0,4.0,1.0,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Contribución - superintendencia financiera de colombia,,,42211000.0,42211000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,8.0,4.0,2.0,
Disminución de pasivos,Cesantías,,,4054485000.0,,4054485000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,7.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,32182000.0,,32182000.0,1913,Funcionamiento,Fondo de previsión social del congreso,19,Salud y protección social,,,8.0,4.0,1.0,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,Fortalecimiento inventario documental del fondo de previsión social del congreso de la republica  bogotá,,,400000000.0,400000000.0,1913,Inversión,Fondo de previsión social del congreso,19,Salud y protección social,,,1999.0,300.0,3.0,
Gastos de personal,Planta de personal permanente,Salario,,1778619500.0,59786000.0,1838405500.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,604213500.0,,604213500.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,304442000.0,,304442000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,3.0,
Gastos de personal,Personal supernumerario y planta temporal,Contribuciones inherentes a la nómina,,,27100000.0,27100000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,2.0,2.0,
Gastos de personal,Personal supernumerario y planta temporal,Remuneraciones no constitutivas de factor salarial,,,20812000.0,20812000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,2.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,20000000.0,,20000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,591201029.0,4612489000.0,5203690029.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Contribucion superintendencia de salud,,274227000.0,274227000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,3.0,1.0,5.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,153921000.0,,153921000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,3.0,1.0,999.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),10986000.0,,10986000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Indemnizaciones enfermedad general (no de pensiones),,1087000000.0,1087000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,18.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Promocion y prevencion en salud (no de pensiones),,1147600000.0,1147600000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,19.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Servicios medicos asistenciales (no de pensiones),,90614296000.0,90614296000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,20.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Servicios medicos convencionales (no de pensiones),82566792000.0,,82566792000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,21.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,,2579551000.0,2579551000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,,18000000.0,18000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,40710000.0,,40710000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,8.0,5.0,,
Gastos de personal,Planta de personal permanente,Salario,,1001953500.0,,1001953500.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,378702500.0,,378702500.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,115777000.0,,115777000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,35000000.0,7000000.0,42000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,4717270545.0,2961769000.0,7679039545.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,"Gastos de administracion de pensiones, nomina, archivo y otras actividades inherentes decreto 4986 de 2007, decreto 2721 de 2008 y decreto 2601 de 2009",1561500000.0,,1561500000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,3.0,1.0,70.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Otras transferencias - previo concepto dgppn,14661000.0,,14661000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,3.0,1.0,999.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Mesadas pensionales (de pensiones),317397053000.0,,317397053000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,1.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Cuotas partes pensionales (de pensiones),2900000000.0,,2900000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,2.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Bonos pensionales (de pensiones),866112000.0,,866112000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,4.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),5000000.0,,5000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Auxilios funerarios (no de pensiones),1442000000.0,,1442000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,4.0,2.0,14.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,1817170000.0,,1817170000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,206000000.0,,206000000.0,1914,Funcionamiento,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,8.0,1.0,,
Fortalecimiento de la gestión y dirección del sector salud y protección social,Intersubsectorial salud,"Fortalecimiento de la gestión administrativa, tecnológica y operativa del fondo de pasivo social de ferrocarriles nacionales de colombia  nacional",,3200000000.0,,3200000000.0,1914,Inversión,Fondo pasivo social de ferrocarriles nacionales de colombia,19,Salud y protección social,,,1999.0,300.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,17192664000.0,,17192664000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,6246226000.0,,6246226000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,3293118000.0,,3293118000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,3.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,80000000.0,,80000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,4178687000.0,,4178687000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,2.0,2.0,,
Transferencias corrientes,A gobiernos y organizaciones internacionales,A organizaciones internacionales,Organismo internacional de energía atómica. oiea. (ley 16/1960),74939000.0,,74939000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,2.0,2.0,61.0
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Transferir a la upme ley 143 de 1994,8782263000.0,,8782263000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,3.0,1.0,2.0
Transferencias corrientes,A entidades del gobierno,A entidades territoriales distintas al sistema general de participaciones,Recursos de oro y platino para los municipios productores decreto 2173/92,30840200000.0,,30840200000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,3.0,2.0,11.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Aportes previsión pensiones vejez jubilados (de pensiones),160000000.0,,160000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,4.0,2.0,10.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),64000000.0,,64000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,4.0,2.0,12.0
Transferencias corrientes,Sentencias y conciliaciones,Fallos nacionales,Sentencias,4997097000.0,,4997097000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,10.0,1.0,1.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,87665000.0,,87665000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,3452087000.0,,3452087000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,8.0,4.0,1.0,
Gastos de personal,Planta de personal permanente,Salario,,8513000000.0,,8513000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,1.0,
Gastos de personal,Planta de personal permanente,Contribuciones inherentes a la nómina,,3349000000.0,,3349000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,2.0,
Gastos de personal,Planta de personal permanente,Remuneraciones no constitutivas de factor salarial,,2845000000.0,,2845000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,3.0,
Gastos de personal,Planta de personal permanente,Otros gastos de personal - previo concepto dgppn,,380000000.0,,380000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,1.0,1.0,4.0,
Adquisición de bienes  y servicios,Adquisición de activos no financieros,,,19000000.0,,19000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,2.0,1.0,,
Adquisición de bienes  y servicios,Adquisiciones diferentes de activos,,,3395525000.0,,3395525000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,2.0,2.0,,
Transferencias corrientes,A entidades del gobierno,A órganos del pgn,Fondo empresarial - ley 812 de 2003,4340000000.0,,4340000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,3.0,1.0,55.0
Transferencias corrientes,Prestaciones sociales,Prestaciones sociales relacionadas con el empleo,Incapacidades y licencias de maternidad (no de pensiones),50000000.0,,50000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,3.0,4.0,2.0,12.0
"Gastos por tributos, multas, sanciones e intereses de mora",Impuestos,,,83000000.0,,83000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,8.0,1.0,,
"Gastos por tributos, multas, sanciones e intereses de mora",Contribuciones,Cuota de fiscalización y auditaje,,49000000.0,,49000000.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,8.0,4.0,1.0,
"Gastos por tributos, multas, sanciones e intereses de mora","Multas, sanciones e intereses de mora",,,2169300.0,,2169300.0,2101,Funcionamiento,Ministerio de minas y energía,21,Minas y energía,,,8.0,5.0,,
Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,Distribución de recursos a usuarios de gas combustible por red de estratos 1 y 2.  nacional,,586821096436.0,,586821096436.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2101.0,1900.0,8.0,
Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,"Apoyo a la financiación de proyectos dirigidos al desarrollo de infraestructura, y conexiones para el uso del gas natural a nivel  nacional",,30000000000.0,,30000000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2101.0,1900.0,9.0,
Acceso al servicio público domiciliario de gas combustible,Intersubsectorial minas y energía,Distribución de recursos al consumo en cilindros y proyectos de infraestructura de glp  nacional,,90336000000.0,,90336000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2101.0,1900.0,10.0,
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Actualización ampliación de la cobertura de telemetría y monitoreo de variables energéticas en las zonas no interconectadas.  nacional,,2115003572829.0,,2115003572829.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,6.0,
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Inventario actualizar el inventario de los activos eléctricos del instituto de planificación y promoción de soluciones energéticas ipse   nacional,,66433099625.0,,66433099625.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,7.0,
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Distribución de subsidios para usuarios ubicados en zonas especiales del sistema interconectado  nacional,,126120000000.0,,126120000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,8.0,
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Mejoramiento de la calidad y confiabilidad del servicio de energía eléctrica en los barrios subnormales ubicados en los municipios del sistema interconectado a nivel  nacional,,120240000000.0,,120240000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,9.0,
Consolidación productiva del sector de energía eléctrica,Intersubsectorial minas y energía,Suministro del servicio de energía eléctrica en las zonas no interconectadas – zni a nivel  nacional,,105220000000.0,,105220000000.0,2101,Inversión,Ministerio de minas y energía,21,Minas y energía,,,2102.0,1900.0,10.0,
